Name,Price,Colors,Product Link,Images
Loose Fit T-shirt,$ 17.99,"Beige, Black, White, Dark beige, Black",https://www2.hm.com/en_us/productpage.1232194008.html,"https://image.hm.com/assets/hm/d4/f3/d4f39619667f6659b4dc0d1f72bc27dc862fb4aa.jpg, https://image.hm.com/assets/hm/77/bd/77bd9ef47352b39ddc0dff7b124463244661f879.jpg, https://image.hm.com/assets/hm/74/86/7486124b8e2b658631de97e32ba5d395b9da976b.jpg, https://image.hm.com/assets/hm/fa/4b/fa4b3c84ede22e404aac95a70beac4d3bbb500f5.jpg, https://image.hm.com/assets/hm/33/0c/330cd46515a9a37b3add228c1f3743e968884541.jpg"
Slim Fit Waffled Jersey Shirt,$ 19.99,"Light beige, White, Light gray, Black, Dark brown",https://www2.hm.com/en_us/productpage.0795243030.html,"https://image.hm.com/assets/hm/aa/93/aa9309fc77cad12c18e4dbd5ea5da0318dada293.jpg, https://image.hm.com/assets/hm/c0/58/c0589e237071643ef1710320cd61d2b2932b8aa8.jpg, https://image.hm.com/assets/hm/f6/b2/f6b20b1c0d889a9c8534855370e9988c17c8a572.jpg, https://image.hm.com/assets/hm/62/92/62928dc6928d0d69403ee222a027cb05640e5081.jpg, https://image.hm.com/assets/hm/8e/2c/8e2c1775f89e09671e5d9c7486c82c3c6a18a6dd.jpg"
Loose Fit Sweatshirt,$ 14.99,"Yellow, Dark blue, Taupe, Black, Brown, Light beige, Light gray melange, Pink, Sage green, Dark green, Cream, Brown, Beige, Light gray melange, Light gray",https://www2.hm.com/en_us/productpage.0970818111.html,"https://image.hm.com/assets/hm/a0/a7/a0a714061a076edc6afb584757af5d352b06ab45.jpg, https://image.hm.com/assets/hm/2e/60/2e60aafbf20377fb3c9386993dae6d1d694eacaf.jpg, https://image.hm.com/assets/hm/96/83/968379bd3498d9d14141dbd04a23f8d0bfd4890c.jpg, https://image.hm.com/assets/hm/78/92/7892f6d0a9e9281545de3c119930b4e0e95691a3.jpg, https://image.hm.com/assets/hm/90/dc/90dc68d84cac29aa37453c693d7bba8b9c64080b.jpg, https://image.hm.com/assets/hm/22/6c/226c8564dbe8a170df267ff540cd07b906382a54.jpg, https://image.hm.com/assets/hm/7b/aa/7baa82d6118ac5a6a642e2bcfb8604bdcb971b9c.jpg, https://image.hm.com/assets/hm/28/87/288752b9d61b48ff26843f5136bf032f5f26f8c5.jpg, https://image.hm.com/assets/hm/aa/0a/aa0a14a94f9ce1e2ecfa870b4b4b6fa8bea27697.jpg, https://image.hm.com/assets/hm/30/3b/303b85d60eb5e0836e0f2756ff207fc0b59c0c41.jpg, https://image.hm.com/assets/hm/f5/20/f520637e5e7c920f11a9d3a85d8b7c7908ad5276.jpg, https://image.hm.com/assets/hm/52/bc/52bcadebd6bebe1d2c2228655f3f061be195d457.jpg, https://image.hm.com/assets/hm/5e/60/5e60d1487ea93f4de731571e49c083c245a9873b.jpg, https://image.hm.com/assets/hm/84/b0/84b01ab0b5609c16bf02b48c43589c683aa59595.jpg, https://image.hm.com/assets/hm/e4/5c/e45cf502c83b0a79af07da2c1298076bf2fbeb86.jpg"
Relaxed Fit Denim Shorts,$ 29.99,"Light denim blue, Black, Light denim gray",https://www2.hm.com/en_us/productpage.1056769020.html,"https://image.hm.com/assets/hm/fa/d7/fad716a6b8672aa5fdda1db9bb8f8674edd40182.jpg, https://image.hm.com/assets/hm/d0/65/d065146f582df0373f38e5d149214f6d1c7ebdca.jpg, https://image.hm.com/assets/hm/47/11/4711ea0e35bb8673b056e4d2163348c0861a0e05.jpg"
Oversized Fit Cotton T-shirt,$ 17.99,"Black, Dark beige, White, Dark green, Light gray melange, White, Light pink",https://www2.hm.com/en_us/productpage.1035207029.html,"https://image.hm.com/assets/hm/c8/23/c823f897ff0b5eaca9fd1c4488ba01089fc679c4.jpg, https://image.hm.com/assets/hm/e4/2c/e42cf363bd794ee8c09dd22bd21efa6048e898d5.jpg, https://image.hm.com/assets/hm/ef/ef/efef3218655c22130a3d689b7b968e505dc617ec.jpg, https://image.hm.com/assets/hm/ed/8f/ed8f5ed879de61dc2df80b4ddb22d7b5368674c3.jpg, https://image.hm.com/assets/hm/27/19/27196f141a9d5e989ff48f7c376474ceb89c9c9a.jpg, https://image.hm.com/assets/hm/ce/d9/ced919eea464b7e94c00c409612b68455f37b047.jpg, https://image.hm.com/assets/hm/ec/d9/ecd992cc1f22c4f2eb454043bf6cff2db0035a11.jpg"
Slim Fit T-shirt,$ 8.99,"Black, Light beige, Light sage green, Navy blue, White, Gray",https://www2.hm.com/en_us/productpage.0570002001.html,"https://image.hm.com/assets/hm/09/58/0958cc08f86b7127b5dd8e0d0091824a337b6588.jpg, https://image.hm.com/assets/hm/96/b5/96b5ebd60d0b8b54e6829aa4aeae154d2f145a3d.jpg, https://image.hm.com/assets/hm/b1/15/b115f6ef2c74741f619d0f5f51af3b5e56ddf3d9.jpg, https://image.hm.com/assets/hm/bf/db/bfdb96ea17c76915093fa6af1d6e48ed1080aa1f.jpg, https://image.hm.com/assets/hm/34/d5/34d5a7de900c32cae766221c214e1107321365d7.jpg, https://image.hm.com/assets/hm/2b/6b/2b6b84a4480d26538d61cbd2497bd0eb6567518d.jpg"
Loose Fit Printed T-shirt,$ 17.99,"White/Gentlemen Syndrome, Cream/It Might Get Loud, White/George's Gas, White/New York, Black/I Don't Work Here, Black/Fortuna",https://www2.hm.com/en_us/productpage.1034065152.html,"https://image.hm.com/assets/hm/3c/e3/3ce3a650997dcecaf017ee0758034f0b286d4527.jpg, https://image.hm.com/assets/hm/72/72/7272b13c964a05127cd7283d133b39972af8f5e9.jpg, https://image.hm.com/assets/hm/0a/14/0a141dde312df4c63d95e4f790df309a882ac9dd.jpg, https://image.hm.com/assets/hm/29/fe/29feffedc8cb7199e8e81c13d3b82e5e325b7ac6.jpg, https://image.hm.com/assets/hm/af/03/af030f6aa7d6b68d1c51cf747376cad562fc8718.jpg, https://image.hm.com/assets/hm/cc/a6/cca66927f2bec7d8c2439d4bd0bdd164323cadd1.jpg"
Loose Fit T-shirt,$ 9.99,"Yellow, White, Black, Light beige, Dark beige, Light beige, Light sage green, Dark gray, Pink, Dark gray, Navy blue",https://www2.hm.com/en_us/productpage.0608945135.html,"https://image.hm.com/assets/hm/27/c9/27c92c66701f0a070e78263115973f177e7e5e7c.jpg, https://image.hm.com/assets/hm/b7/63/b76302e530533270db3a7fc85209a205ed4bd53d.jpg, https://image.hm.com/assets/hm/7b/17/7b17428dc1da8df6b8b054f8729b58bd8d06e60a.jpg, https://image.hm.com/assets/hm/41/1e/411efdccd947c448ce84be76c962d9749e0c5330.jpg, https://image.hm.com/assets/hm/af/e9/afe91c1d5bd8f132acdf6e436542e0fb057fd4d6.jpg, https://image.hm.com/assets/hm/f1/d1/f1d151cac61f7fa6091c8fe154e3651dd6e0ed2e.jpg, https://image.hm.com/assets/hm/36/22/3622bd8e77bcb8f1c9e09e03a5665a6b3cb0f548.jpg, https://image.hm.com/assets/hm/8d/73/8d7351b2f6c0665367834b0c2745db4975016bbc.jpg, https://image.hm.com/assets/hm/91/ec/91ec97eaaf6b93ded97b7dd9df01b77f84296b95.jpg, https://image.hm.com/assets/hm/ee/da/eedaed30f0c07a4eb524f141b4ddc99b37939e50.jpg, https://image.hm.com/assets/hm/f9/ec/f9ecdc75656ced87ab6932849e7a3bf68d590772.jpg"
5-pack Slim Fit T-shirts,$ 44.99,"White, White/black, Pink/brown/green, Navy blue, Light blue/light purple, Dark brown, Light turquoise/dark turquoise, Green/blue/white, White/Green/Blue, White/pink/brown",https://www2.hm.com/en_us/productpage.0624684001.html,"https://image.hm.com/assets/hm/9f/65/9f65cdf00eb207c9af62507af5b62939ade9801c.jpg, https://image.hm.com/assets/hm/c6/cd/c6cd99c43849a5431743f0bfdc21b5b0d2e55d27.jpg, https://image.hm.com/assets/hm/e5/9d/e59d64125539866e91df1f532602211461c28407.jpg, https://image.hm.com/assets/hm/00/8a/008a1cdec790843e7eeea570e787eeb7842379d8.jpg, https://image.hm.com/assets/hm/77/00/770078f28797c70765affb4e7601b2952fecfff1.jpg, https://image.hm.com/assets/hm/22/e3/22e3f425dd53a8be604fb77d95e421f935b3c5cb.jpg, https://image.hm.com/assets/hm/1b/b2/1bb278dfb9d85ced0e017145fe65359395f00f73.jpg, https://image.hm.com/assets/hm/f1/29/f1290ff843abaa3568e81830075b6d2346e3a208.jpg, https://image.hm.com/assets/hm/6a/94/6a94a3f395f59ee765897092b0c4a7709a8cf7c1.jpg, https://image.hm.com/assets/hm/f1/1c/f11ca7046ab61dbf26bb850682a22794d80ee087.jpg"
Loose Fit T-shirt,$ 17.99,"Dark beige, Black, White, Beige, Black",https://www2.hm.com/en_us/productpage.1232194011.html,"https://image.hm.com/assets/hm/fa/4b/fa4b3c84ede22e404aac95a70beac4d3bbb500f5.jpg, https://image.hm.com/assets/hm/77/bd/77bd9ef47352b39ddc0dff7b124463244661f879.jpg, https://image.hm.com/assets/hm/74/86/7486124b8e2b658631de97e32ba5d395b9da976b.jpg, https://image.hm.com/assets/hm/d4/f3/d4f39619667f6659b4dc0d1f72bc27dc862fb4aa.jpg, https://image.hm.com/assets/hm/33/0c/330cd46515a9a37b3add228c1f3743e968884541.jpg"
Loose Fit Hooded Jacket,$ 29.99,"Gray melange, Black, Light beige, Dark taupe, Dark blue",https://www2.hm.com/en_us/productpage.1011890003.html,"https://image.hm.com/assets/hm/79/f9/79f9a77eb28ac6334885886c3c7ccfbcecd41af4.jpg, https://image.hm.com/assets/hm/0a/11/0a11415d425a0f392d6fec669790b7181e53d24f.jpg, https://image.hm.com/assets/hm/a3/e9/a3e9d6f0de59e7ed763e3a054a1d07a698d4d5ed.jpg, https://image.hm.com/assets/hm/ae/ff/aeffd14120f622db7dcdc7dc3a923e68f06affe9.jpg, https://image.hm.com/assets/hm/f6/a9/f6a928733ff7cf4ceaa818ce7f24c97003f89092.jpg"
Regular-Fit Short-Sleeved Linen-Blend Shirt,$ 29.99,"White, Sage green, Green/white striped, Beige/white striped, Navy blue, Light beige, Black, Light brown",https://www2.hm.com/en_us/productpage.1256946008.html,"https://image.hm.com/assets/hm/7f/45/7f455f801a883e5d69183388dd6da67d88c605ab.jpg, https://image.hm.com/assets/hm/ca/7e/ca7eb87e7df55e6d18d7bf405ffc12fbfdd3f025.jpg, https://image.hm.com/assets/hm/ba/6c/ba6c850e24a0c87187be762d0ff55b2f61f527e1.jpg, https://image.hm.com/assets/hm/40/f2/40f223ddd3ef101156b9d5a70d512eff328fe271.jpg, https://image.hm.com/assets/hm/24/35/24356517cf351a189b65d03ce7831bed9a990d63.jpg, https://image.hm.com/assets/hm/1b/1f/1b1f97f6a9505e525d143a2ecd585c9157f18641.jpg, https://image.hm.com/assets/hm/8b/b4/8bb455cec07ff8d5a4831a8fac795525089e11fa.jpg, https://image.hm.com/assets/hm/40/44/4044ee40633576057e9f47e4b0897c0f1ffdb55a.jpg"
Regular Fit Linen-Blend Shorts,$ 29.99,"Cream, Black, Navy blue, Dark beige, White",https://www2.hm.com/en_us/productpage.1256418001.html,"https://image.hm.com/assets/hm/20/80/2080997517d712f5b9a520dd612b5bbb0d0e7ece.jpg, https://image.hm.com/assets/hm/93/70/9370069dcd241ae49a40ad5a4582d9d57ba91682.jpg, https://image.hm.com/assets/hm/b6/4b/b64b4da6beef14b8a482b78189f1ad2a65226f83.jpg, https://image.hm.com/assets/hm/1a/1a/1a1a4106f2740c6f4959a0d0dbe1d5897193d6d3.jpg, https://image.hm.com/assets/hm/fc/d8/fcd8adf1dafe85e62ec284a84895ae522e020802.jpg"
Loose Fit T-shirt,$ 9.99,"Yellow, White, Black, Dark beige, Light beige, Light beige, Light sage green, Dark gray, Pink, Dark gray, Navy blue",https://www2.hm.com/en_us/productpage.0608945135.html,"https://image.hm.com/assets/hm/27/c9/27c92c66701f0a070e78263115973f177e7e5e7c.jpg, https://image.hm.com/assets/hm/b7/63/b76302e530533270db3a7fc85209a205ed4bd53d.jpg, https://image.hm.com/assets/hm/7b/17/7b17428dc1da8df6b8b054f8729b58bd8d06e60a.jpg, https://image.hm.com/assets/hm/af/e9/afe91c1d5bd8f132acdf6e436542e0fb057fd4d6.jpg, https://image.hm.com/assets/hm/41/1e/411efdccd947c448ce84be76c962d9749e0c5330.jpg, https://image.hm.com/assets/hm/f1/d1/f1d151cac61f7fa6091c8fe154e3651dd6e0ed2e.jpg, https://image.hm.com/assets/hm/36/22/3622bd8e77bcb8f1c9e09e03a5665a6b3cb0f548.jpg, https://image.hm.com/assets/hm/8d/73/8d7351b2f6c0665367834b0c2745db4975016bbc.jpg, https://image.hm.com/assets/hm/91/ec/91ec97eaaf6b93ded97b7dd9df01b77f84296b95.jpg, https://image.hm.com/assets/hm/ee/da/eedaed30f0c07a4eb524f141b4ddc99b37939e50.jpg, https://image.hm.com/assets/hm/f9/ec/f9ecdc75656ced87ab6932849e7a3bf68d590772.jpg"
Slim Fit Twill Joggers,$ 34.99,"Black, Cream, Dark beige, Khaki green",https://www2.hm.com/en_us/productpage.1209970001.html,"https://image.hm.com/assets/hm/eb/53/eb5363e0fda2dc1b955e8c9e39941d408007aba6.jpg, https://image.hm.com/assets/hm/8a/98/8a98fef01f4a55df676b10cf19e353c84d90b4f8.jpg, https://image.hm.com/assets/hm/95/ce/95ce8d95c226c06784e2b456d1ba9a0e56ef33b2.jpg, https://image.hm.com/assets/hm/bd/91/bd9126454543c0e9a359865abeb51ab19d293c5f.jpg"
Slim-Fit Suit Pants,$ 39.99,"Beige, Black, Navy blue, Navy blue, Dark gray",https://www2.hm.com/en_us/productpage.1252892005.html,"https://image.hm.com/assets/hm/06/8e/068e8a0d8549174ac4f31c9a6a1199fb56f69047.jpg, https://image.hm.com/assets/hm/56/2d/562dc8ea050d38bfa73c91bc2334ad084893b36d.jpg, https://image.hm.com/assets/hm/d4/52/d45266b3b946d5b7bb31b1e54769f667cd6e61e8.jpg, https://image.hm.com/assets/hm/da/88/da8899712c9c855fe0192802e243ee52f860bd80.jpg, https://image.hm.com/assets/hm/27/c8/27c83e0d0193d5deade63ccd718683f6f62b7fc1.jpg"
Oversized Fit T-shirt,$ 24.99,"Black/Metallica, Black/Wu-Tang Clan, White/Fender, Black/Ice Cube, Cream/Outcast, White/Blur, White/Skateboard!, Black/Green Day",https://www2.hm.com/en_us/productpage.1159823054.html,"https://image.hm.com/assets/hm/6f/38/6f388e0ab04c4d034d346312bd972cce08b3de73.jpg, https://image.hm.com/assets/hm/4f/26/4f26490de9d13c043251cd3252f4d7c7b587602b.jpg, https://image.hm.com/assets/hm/da/51/da51e587140662a052ac60c275bed1151cd95fec.jpg, https://image.hm.com/assets/hm/4c/69/4c697c30701756fbe8647126f59759baefb3dc70.jpg, https://image.hm.com/assets/hm/10/71/10711f82a2368655cbeddf181fcab2f86b15589b.jpg, https://image.hm.com/assets/hm/71/53/7153f1678c4f5350decefbfc72a68fda0f2a4126.jpg, https://image.hm.com/assets/hm/cd/93/cd93674a33bc6de8786bfe9c009b03c6f0a6c2e9.jpg, https://image.hm.com/assets/hm/8d/2c/8d2cde0e1a5f98480385c4fb4dfd0309aeacb013.jpg"
Loose Fit T-shirt,$ 17.99,"Black/Twin Peaks, White/Keith Haring, White/Vincent van Gogh, Black/Kodak, White/Red Hot Chili Peppers, White/Discovery Channel",https://www2.hm.com/en_us/productpage.0972640116.html,"https://image.hm.com/assets/hm/90/e6/90e6e8a72c635c39cdd2f1542c34c756cf8e8bc5.jpg, https://image.hm.com/assets/hm/88/18/88182d234a0ea9783932a44a293dc897c77cd82f.jpg, https://image.hm.com/assets/hm/6c/f7/6cf7f683cb3ad6e4bba9fc96d5ecc6c9c9914798.jpg, https://image.hm.com/assets/hm/d6/b7/d6b77bf93ba90b8090355e6fefc4c360bc17e29c.jpg, https://image.hm.com/assets/hm/af/9b/af9b9fbb222896cf7ae96db0e939af42c4e0b243.jpg, https://image.hm.com/assets/hm/81/8c/818cd0bba7795270b30853b6d44564276af4772e.jpg"
Regular-Fit Twill Overshirt,$ 34.99,"Dark gray, Light beige",https://www2.hm.com/en_us/productpage.1265608003.html,"https://image.hm.com/assets/hm/bb/5b/bb5b0726c46d1f9329e0e274980bc1a855faf024.jpg, https://image.hm.com/assets/hm/21/4d/214dc1210732090f12eebe0f6b63904cb74ce991.jpg"
Super Baggy Jeans,$ 44.99,"Denim beige, Black, Blue-gray",https://www2.hm.com/en_us/productpage.1260177002.html,"https://image.hm.com/assets/hm/f7/cd/f7cdf31cedea275661507d839052ddbc9e0a17e3.jpg, https://image.hm.com/assets/hm/58/4e/584ee89ca533bbd50b0af80ad9856b5bdec4239b.jpg, https://image.hm.com/assets/hm/af/c0/afc09a26db981981dc0fc3d948be159b94179b83.jpg"
Straight Regular Jeans,$ 34.99,"Dark denim blue, Light denim blue, Black, Dark denim blue, Vintage black, Light denim blue",https://www2.hm.com/en_us/productpage.1008549005.html,"https://image.hm.com/assets/hm/e8/f7/e8f7d40cb9c5fa91f9b88a6e34f39cf0064c3d12.jpg, https://image.hm.com/assets/hm/f7/70/f7705e9558c4b1aec042472e4da2aa8b1e4b48a3.jpg, https://image.hm.com/assets/hm/98/95/9895bda40e87ba0de3bbc035c673f9215d2258eb.jpg, https://image.hm.com/assets/hm/8b/ea/8bea8bac07ed75596e5597f6d2997f07cfd81fac.jpg, https://image.hm.com/assets/hm/83/91/839161d3d8ea1f78bdb530cb705fff16b7c15092.jpg, https://image.hm.com/assets/hm/11/f1/11f1da0f4ffb3bda9564e09473484288ffbe29c5.jpg"
Loose Fit Hooded Jacket,$ 29.99,"Light beige, Black, Gray melange, Dark taupe, Dark blue",https://www2.hm.com/en_us/productpage.1011890018.html,"https://image.hm.com/assets/hm/a3/e9/a3e9d6f0de59e7ed763e3a054a1d07a698d4d5ed.jpg, https://image.hm.com/assets/hm/0a/11/0a11415d425a0f392d6fec669790b7181e53d24f.jpg, https://image.hm.com/assets/hm/79/f9/79f9a77eb28ac6334885886c3c7ccfbcecd41af4.jpg, https://image.hm.com/assets/hm/ae/ff/aeffd14120f622db7dcdc7dc3a923e68f06affe9.jpg, https://image.hm.com/assets/hm/f6/a9/f6a928733ff7cf4ceaa818ce7f24c97003f89092.jpg"
Loose Fit Hoodie,$ 24.99,"Green, Black, Dark taupe, Navy blue, Light gray melange, Light beige, Brown, Pink, White, Dark brown, Burgundy, Light beige, Forest green, Pistachio green, Black",https://www2.hm.com/en_us/productpage.0970819112.html,"https://image.hm.com/assets/hm/df/32/df32fd8ff2b08495d70d43b4eb5bbfd7c0b540b0.jpg, https://image.hm.com/assets/hm/75/0c/750cc44b179769a6c212f0bd132be814cfe76567.jpg, https://image.hm.com/assets/hm/2a/1a/2a1a0c351c0d2769fe699acbb776375084246815.jpg, https://image.hm.com/assets/hm/14/15/1415e9d0690868d92b738312136eac0719cda9b0.jpg, https://image.hm.com/assets/hm/43/39/4339fd648392a176a26722143193c5742a1e97e6.jpg, https://image.hm.com/assets/hm/db/ff/dbffa3571b9d73c6762519abda9ce3a75a30be0c.jpg, https://image.hm.com/assets/hm/a6/f3/a6f3a39207f5ca38a2e87fac9fa2de1ca3c741ec.jpg, https://image.hm.com/assets/hm/e9/66/e966c157e4819b45a642184655551ad752e9c346.jpg, https://image.hm.com/assets/hm/d5/22/d5222b0c246142ebdc376b35587100e8f7ac23d4.jpg, https://image.hm.com/assets/hm/01/30/01301dcd95cec03a4231345e6efcf0e4f0b1abf9.jpg, https://image.hm.com/assets/hm/5a/fa/5afaa4e2ce3da2d273b2c8952ee6a23c163001dd.jpg, https://image.hm.com/assets/hm/fa/d7/fad7a2218b463e8ce98c758919452036369552dd.jpg, https://image.hm.com/assets/hm/4a/5e/4a5eb766f63d01dd96cfafd129dab334a2ab1897.jpg, https://image.hm.com/assets/hm/71/75/71754d7694ad4e6b8140a9c4a6632bff24264468.jpg, https://image.hm.com/assets/hm/aa/a0/aaa003ab296a1a53ea4289329d83459ac4f5685b.jpg"
Loose Fit Sweatpants,$ 24.99,"Black, Gray melange, Dark taupe, Navy blue",https://www2.hm.com/en_us/productpage.1012056001.html,"https://image.hm.com/assets/hm/fd/89/fd899f78ad10cff9c646403adcd29615433d9639.jpg, https://image.hm.com/assets/hm/d8/a8/d8a85a6bcbdfb16750451b8ba44b05634d4dfd6f.jpg, https://image.hm.com/assets/hm/75/2c/752cb766cb0ad3139d20cdd5f8df705be77f9e22.jpg, https://image.hm.com/assets/hm/48/88/4888ff4dc298c0518a1998f3741581bdabeaed56.jpg"
Swim Shorts,$ 17.99,"Navy blue, Forest green, Green, Light blue, White, Light blue",https://www2.hm.com/en_us/productpage.1265997002.html,"https://image.hm.com/assets/hm/30/47/3047afafcb353f1c7608fac4d37466571fd917f7.jpg, https://image.hm.com/assets/hm/93/05/93057079a6a86e5ceca5520fb1c973f74e25a3da.jpg, https://image.hm.com/assets/hm/d5/b6/d5b6af7de6b0291b4855af23239dc1ba3ab1afc3.jpg, https://image.hm.com/assets/hm/98/be/98beeff473e848572e8a081894dab35329165c55.jpg, https://image.hm.com/assets/hm/9e/28/9e28721d7c3fa6ba026c9f9d72fb89d9a36961e6.jpg, https://image.hm.com/assets/hm/6b/e0/6be09cc82a346195688a49f1a18e07c65390e25d.jpg"
5-pack Regular Fit T-shirts,$ 39.99,"White, White/beige/gray, Black, Light blue/gray/brown, Cream/light gray/forest green, Pink/Light blue/Brown",https://www2.hm.com/en_us/productpage.1216851002.html,"https://image.hm.com/assets/hm/6e/9c/6e9c0efc0a5d67f4149bde8b813d63594366c1fd.jpg, https://image.hm.com/assets/hm/e8/3c/e83ca7d7837fbf96bddacb337cb99e162680e5bd.jpg, https://image.hm.com/assets/hm/c3/47/c347b61f215b45029c6ae267c1a65ab9dc950c39.jpg, https://image.hm.com/assets/hm/23/0d/230d25c3d0a7e81992b1c1ec551a17cb32ef5326.jpg, https://image.hm.com/assets/hm/c3/f0/c3f0c9c8aa53c21830d104561a2dee53f1dff490.jpg, https://image.hm.com/assets/hm/50/60/50606a3f49178bc02b46a6973c91d3828a84b604.jpg"
Oversized Fit T-shirt,$ 24.99,"White/Fender, Black/Wu-Tang Clan, Black/Metallica, Black/Ice Cube, Cream/Outcast, White/Blur, White/Skateboard!, Black/Green Day",https://www2.hm.com/en_us/productpage.1159823053.html,"https://image.hm.com/assets/hm/da/51/da51e587140662a052ac60c275bed1151cd95fec.jpg, https://image.hm.com/assets/hm/4f/26/4f26490de9d13c043251cd3252f4d7c7b587602b.jpg, https://image.hm.com/assets/hm/6f/38/6f388e0ab04c4d034d346312bd972cce08b3de73.jpg, https://image.hm.com/assets/hm/4c/69/4c697c30701756fbe8647126f59759baefb3dc70.jpg, https://image.hm.com/assets/hm/10/71/10711f82a2368655cbeddf181fcab2f86b15589b.jpg, https://image.hm.com/assets/hm/71/53/7153f1678c4f5350decefbfc72a68fda0f2a4126.jpg, https://image.hm.com/assets/hm/cd/93/cd93674a33bc6de8786bfe9c009b03c6f0a6c2e9.jpg, https://image.hm.com/assets/hm/8d/2c/8d2cde0e1a5f98480385c4fb4dfd0309aeacb013.jpg"
Regular Fit Hooded Jacket,$ 29.99,"Dark gray, Navy blue, Black, Light gray melange",https://www2.hm.com/en_us/productpage.0852614028.html,"https://image.hm.com/assets/hm/86/b2/86b2dda12c56845fce5ff7871b443f5d0d91fb37.jpg, https://image.hm.com/assets/hm/89/f6/89f640e7912e71e7a08bc5277395314104f3be98.jpg, https://image.hm.com/assets/hm/a2/46/a246004d8af151a28db0cdb61d1df5cf38ff8dd2.jpg, https://image.hm.com/assets/hm/9c/ba/9cba9022214faa499dfb38d0eecefad02119cd35.jpg"
Slim Fit T-shirt,$ 8.99,"Light beige, Black, Light sage green, Navy blue, White, Gray",https://www2.hm.com/en_us/productpage.0570002184.html,"https://image.hm.com/assets/hm/96/b5/96b5ebd60d0b8b54e6829aa4aeae154d2f145a3d.jpg, https://image.hm.com/assets/hm/09/58/0958cc08f86b7127b5dd8e0d0091824a337b6588.jpg, https://image.hm.com/assets/hm/b1/15/b115f6ef2c74741f619d0f5f51af3b5e56ddf3d9.jpg, https://image.hm.com/assets/hm/bf/db/bfdb96ea17c76915093fa6af1d6e48ed1080aa1f.jpg, https://image.hm.com/assets/hm/34/d5/34d5a7de900c32cae766221c214e1107321365d7.jpg, https://image.hm.com/assets/hm/2b/6b/2b6b84a4480d26538d61cbd2497bd0eb6567518d.jpg"
Regular Fit Sweatpants,$ 19.99,"Cream, Black, Dark blue, Dark taupe, Light gray melange, Light gray melange, Beige, Black",https://www2.hm.com/en_us/productpage.0970817024.html,"https://image.hm.com/assets/hm/91/ba/91bac1e7765e54e7bad8691510a36ffac5a4f529.jpg, https://image.hm.com/assets/hm/97/b6/97b69c0b846fa9ea5a42a21c5dc0b4d423108993.jpg, https://image.hm.com/assets/hm/b1/f8/b1f8da05ef4ca00cacd35e8332e0497515e5c64d.jpg, https://image.hm.com/assets/hm/ac/20/ac209aca738fe29ee524b5050f6ce24c3adb074a.jpg, https://image.hm.com/assets/hm/9d/6f/9d6f1bc5ceffc912c71cce00389db440ba45c247.jpg, https://image.hm.com/assets/hm/cb/e7/cbe73e982b3d962a538cb1eddf5597f1533eb65c.jpg, https://image.hm.com/assets/hm/73/76/73769c1a405fb20e5b551134e7b8ec3877677614.jpg, https://image.hm.com/assets/hm/f7/e1/f7e19b3af3c2588eb955adaa2271ffdca90f28f8.jpg"
Loose Fit Vintage-Look Printed T-Shirt,$ 24.99,Cream/Nine Inch Nails,https://www2.hm.com/en_us/productpage.1225609037.html,https://image.hm.com/assets/hm/ff/61/ff61829d3d9da805577d26ee1fdd84420a701aa6.jpg
Slim Fit Easy-iron Shirt,$ 19.99,"Light blue, White, Black, Navy blue, Light blue, Light blue/striped, Dark beige",https://www2.hm.com/en_us/productpage.1242812006.html,"https://image.hm.com/assets/hm/39/43/39436d0f6e0d97e91dc9f29b2572bc5db3d74277.jpg, https://image.hm.com/assets/hm/1a/e7/1ae781d7afbcb047a990cbe64771b96c07cb9823.jpg, https://image.hm.com/assets/hm/a9/4c/a94cb6af4e37b45a9e618c70bba6c017773d9e01.jpg, https://image.hm.com/assets/hm/83/d5/83d5612b7c0fd49f638a00ddd05bfb6672299ca6.jpg, https://image.hm.com/assets/hm/17/f8/17f845fc9fca8a4a8e3de88fdcf9a4ba5905c714.jpg, https://image.hm.com/assets/hm/95/42/9542d65acfcb4b7145fd2115f43839272b10965c.jpg, https://image.hm.com/assets/hm/4b/d8/4bd8c80dd644e791b8c9329bd51f8fda1d6e34a6.jpg"
Regular Fit Suit Pants,$ 54.99,"Light beige, Dark beige melange",https://www2.hm.com/en_us/productpage.1262097001.html,"https://image.hm.com/assets/hm/c3/37/c33704538c87108f2f6334f53a64842f6bc4605d.jpg, https://image.hm.com/assets/hm/41/2b/412b032570b29676d58a2fa3791996aa03447a14.jpg"
Seersucker Swim Shorts,$ 24.99,"Light blue/striped, Green/striped, Navy blue/striped",https://www2.hm.com/en_us/productpage.1266008002.html,"https://image.hm.com/assets/hm/5d/15/5d1520e6d94fbc47cf68ea8d875df84a76ad0be4.jpg, https://image.hm.com/assets/hm/41/25/4125b57476978ab08ed4f5a1e6a51ffe50067d74.jpg, https://image.hm.com/assets/hm/d1/0e/d10e0d07d9601d88de2c64666dea24b7c3578498.jpg"
Slim Fit V-neck T-shirt,$ 9.99,"White, Black, Navy blue",https://www2.hm.com/en_us/productpage.0570003002.html,"https://image.hm.com/assets/hm/08/fb/08fbdd9078c2f407f74a50bb9bbde7d26e6d0534.jpg, https://image.hm.com/assets/hm/3a/81/3a81b5d67f828347918cd4541532b2dedd6d3a64.jpg, https://image.hm.com/assets/hm/d0/a4/d0a4f75c8060357decf49d0770a1a998b131ad50.jpg"
